Date,Open,High,Low,Close
24-Mar-03,3216.07,3216.07,3137.56,3140.36
25-Mar-03,3122.7,3143.02,3102.65,3140.42
26-Mar-03,3148.07,3165.38,3139.65,3143.58
27-Mar-03,3138.89,3146.29,3115.06,3116.79
28-Mar-03,3115.37,3130.33,3099,3115.44
31-Mar-03,3106.93,3106.93,3039.83,3048.72
01-Apr-03,3037.54,3089.6,3037.54,3080.95
02-Apr-03,3083.94,3120.31,3079.62,3116.99
03-Apr-03,3130.84,3155.12,3119.8,3151.16
04-Apr-03,3145,3169.2,3130.8,3167.7
07-Apr-03,3181.94,3221.9,3180.87,3215.24
08-Apr-03,3205.92,3209.42,3172.68,3174.86
09-Apr-03,3160.74,3164.6,3126.83,3141.25
10-Apr-03,3137.24,3137.24,3021.74,3035.33
11-Apr-03,3030.46,3048.07,2962.97,2997.87
15-Apr-03,3010.96,3018.66,2948.67,2997.38
16-Apr-03,3005.35,3037.3,3000.72,3032.32
17-Apr-03,3002.68,3011.92,2971.94,2984.5
21-Apr-03,2992.9,3002.11,2985.6,2996.97
22-Apr-03,2994.5,2998.13,2971.69,2985.54
23-Apr-03,2997.34,3009.01,2943.45,2947.33
24-Apr-03,2951.09,2973.03,2932.34,2937.23
25-Apr-03,2935.08,2937.59,2908.29,2924.03
28-Apr-03,2909.42,2942.45,2904.44,2936.71
29-Apr-03,2949.04,2961.47,2944.13,2950.14
30-Apr-03,2942.42,2962.4,2942.42,2959.79
02-May-03,2949.04,2968.96,2939.16,2966.63
05-May-03,2977.47,2988.69,2967.88,2975.47
06-May-03,2981.87,3001.21,2972.33,2993
07-May-03,2988.18,3003,2978.54,2980.74
08-May-03,2980.25,2989.23,2953.42,2961.6
09-May-03,2953.12,2960.92,2943.84,2950
12-May-03,2955.19,2965.37,2934.78,2942.78
13-May-03,2947.03,2964.96,2947.03,2960.62
14-May-03,2959.51,2997.64,2959.51,2993.94
15-May-03,2996.67,3016.94,2993.39,3012.97
16-May-03,3019.48,3059.42,3019.48,3056.58
19-May-03,3063.14,3082.21,3039.93,3043.89
20-May-03,3032.85,3066.29,3025.2,3062.92
21-May-03,3068.12,3092.38,3054.47,3057.09
22-May-03,3055.2,3067.12,3032.91,3040.79
23-May-03,3041.63,3060.48,3036.42,3049.84
26-May-03,3051.3,3101.75,3050.16,3096.69
27-May-03,3103.56,3118.58,3076.99,3081.94
28-May-03,3093.72,3133.17,3086.15,3130.46
29-May-03,3116.85,3171.8,3116.85,3164.25
30-May-03,3172.05,3200.48,3158.74,3180.75
02-Jun-03,3176.56,3220.14,3170.38,3206.38
03-Jun-03,3212.99,3214.33,3176.77,3181.97
04-Jun-03,3187.41,3220.19,3187.41,3216.49
05-Jun-03,3233.05,3274.45,3233.05,3262.2
06-Jun-03,3270.06,3313.54,3270.06,3303.24
09-Jun-03,3304.65,3351.36,3295.14,3337.31
10-Jun-03,3332.66,3350.02,3281.21,3289.55
11-Jun-03,3289.36,3327.61,3287.72,3314.6
12-Jun-03,3318.9,3340.98,3318.9,3337.3
13-Jun-03,3342.65,3364.02,3338.9,3354.14
16-Jun-03,3358.38,3361.98,3325.44,3336.64
17-Jun-03,3364.1,3435.68,3362.34,3431.03
18-Jun-03,3440.69,3452.73,3417.74,3430.96
19-Jun-03,3429,3467.26,3429,3454.6
20-Jun-03,3450.57,3503.01,3427.36,3499.5
23-Jun-03,3500.19,3510.11,3457.44,3461.38
24-Jun-03,3441.07,3473.23,3438.27,3447.45
25-Jun-03,3456.85,3526.86,3456.85,3517.27
26-Jun-03,3528.28,3564.68,3522.05,3552.4
27-Jun-03,3577.96,3589.54,3532.52,3583.06
30-Jun-03,3585.57,3632.84,3585.57,3607.13
01-Jul-03,3617.74,3622.89,3584.73,3604.43
02-Jul-03,3613.42,3640.97,3596.47,3601.39
03-Jul-03,3616.98,3661.99,3592.18,3639.89
04-Jul-03,3642.3,3661.87,3610.11,3622.34
07-Jul-03,3631.46,3645.42,3607.1,3612.53
08-Jul-03,3628.02,3645.64,3623.02,3629.68
09-Jul-03,3635.86,3644.88,3604.96,3620.79
10-Jul-03,3639.42,3684.18,3639.42,3679.63
11-Jul-03,3682.09,3714.84,3659.21,3676.26
14-Jul-03,3704.63,3726.56,3704.63,3720.75
15-Jul-03,3719.17,3733.88,3657.18,3686.34
16-Jul-03,3702.14,3729.4,3662.7,3721.65
17-Jul-03,3728.84,3750,3660.34,3668.91
18-Jul-03,3651.39,3684.23,3625.73,3647.58
21-Jul-03,3655.26,3664.64,3564.41,3569.58
22-Jul-03,3557.13,3582.08,3534.06,3554.13
23-Jul-03,3571.75,3596.59,3551.98,3577.89
24-Jul-03,3595.6,3678.38,3572.64,3668.07
25-Jul-03,3685.31,3737.76,3661.69,3726.46
28-Jul-03,3745.99,3775.65,3730.07,3739.76
29-Jul-03,3731.85,3771.35,3694.94,3764.44
30-Jul-03,3761.76,3799.89,3759.98,3780.42
31-Jul-03,3796.53,3835.75,3785.12,3792.61
01-Aug-03,3800.73,3831.96,3779.73,3815.31
04-Aug-03,3798.81,3840.72,3785.85,3832.5
05-Aug-03,3845.93,3878.72,3761.84,3765.82
06-Aug-03,3754.65,3798.87,3722.08,3741.66
07-Aug-03,3749.18,3816.16,3733.63,3806.83
08-Aug-03,3824.26,3890.78,3823.39,3883.76
11-Aug-03,3842.14,3915.9,3842.14,3893.41
12-Aug-03,3907.03,3938.91,3879.35,3889.41
13-Aug-03,3910.86,3935.8,3874.34,3926.07
14-Aug-03,3932.59,3959.1,3908.7,3921.2
18-Aug-03,3932.37,3985.46,3928.17,3977.73
19-Aug-03,3985.77,4026.27,3981.92,4006.91
20-Aug-03,4027.6,4066.03,4027.6,4056.6
21-Aug-03,4075.17,4106.71,4073.06,4095.39
22-Aug-03,4146.56,4149.54,4084.19,4125.12
25-Aug-03,4149.82,4170.58,3943.66,4004.63
26-Aug-03,4021.91,4160.02,4021.91,4152.29
27-Aug-03,4173.36,4222.39,4173.36,4205.56
28-Aug-03,4256.07,4256.07,4179.33,4212.29
29-Aug-03,4235.26,4277.64,4228.85,4244.73
01-Sep-03,4248.07,4329.57,4248.07,4324.76
02-Sep-03,4341.73,4358.3,4291.96,4339.2
03-Sep-03,4361.87,4367.87,4248.86,4257.94
04-Sep-03,4276.4,4328.37,4257.41,4310.51
05-Sep-03,4314.68,4371.98,4314.68,4369.17
08-Sep-03,4399.61,4444.62,4399.61,4434.25
09-Sep-03,4458.64,4473.57,4398.09,4425.2
10-Sep-03,4410.12,4438.23,4378.65,4434.26
11-Sep-03,4423.71,4463.38,4381.09,4393.13
12-Sep-03,4407.72,4437,4297.71,4305.91
15-Sep-03,4310.17,4310.17,4184.11,4193.83
16-Sep-03,4195.1,4290.07,4134.69,4274.75
17-Sep-03,4299.37,4330.85,4222.6,4235.35
18-Sep-03,4243.01,4251.54,4126.22,4134.15
19-Sep-03,4159.72,4224.73,4097.55,4217.12
22-Sep-03,4230.91,4237.42,4141.8,4151.72
23-Sep-03,4138.01,4240.02,4111.54,4231.69
24-Sep-03,4249.93,4366.83,4229.87,4356.39
25-Sep-03,4347.23,4360.72,4285.01,4297.15
26-Sep-03,4299.66,4388.83,4299.66,4382.57
29-Sep-03,4392.87,4426.3,4385.54,4402.05
30-Sep-03,4428.16,4456.41,4413.72,4453.24
01-Oct-03,4452.07,4487.05,4432.93,4455.08
03-Oct-03,4465.44,4556.89,4465.44,4552.92
06-Oct-03,4567.68,4637.27,4552.39,4631.39
07-Oct-03,4644.86,4688.33,4601.16,4632.94
08-Oct-03,4646.63,4667.49,4586.96,4634.86
09-Oct-03,4643.32,4710.28,4643.32,4698.68
10-Oct-03,4735.09,4780.77,4730.31,4768.9
13-Oct-03,4787.75,4859.93,4786.69,4849.27
14-Oct-03,4866.12,4900.92,4765.35,4782.03
15-Oct-03,4790.54,4867.91,4738.72,4855.26
16-Oct-03,4887.04,4921.65,4865.26,4887.32
17-Oct-03,4912.27,4949.23,4901.59,4930.53
20-Oct-03,4951.11,4951.11,4838.7,4851.67
21-Oct-03,4868,4880.66,4727.43,4755.72
22-Oct-03,4772.84,4801.7,4705.41,4741.2
23-Oct-03,4744.48,4755.94,4634.9,4648.41
24-Oct-03,4654.27,4772.07,4599.61,4757.37
25-Oct-03,4798.33,4828.27,4793.48,4802.28
27-Oct-03,4802.07,4814.32,4689.09,4698.28
28-Oct-03,4710.22,4748.19,4666.19,4707.8
29-Oct-03,4732.79,4747.59,4684.42,4744.1
30-Oct-03,4751.83,4805.72,4735.77,4780.52
31-Oct-03,4787.05,4913.18,4779.09,4906.87
03-Nov-03,4946.93,5068.66,4946.93,5063.03
04-Nov-03,5096.16,5135,5055.57,5097.84
05-Nov-03,5116.86,5127.79,5021.97,5064.91
06-Nov-03,5080.05,5118.08,5030.04,5047.54
07-Nov-03,5071.2,5092.7,4965.5,4971.57
10-Nov-03,4962.22,5017.9,4909.66,4998.57
11-Nov-03,4998.79,5039.2,4988.88,5030.64
12-Nov-03,5040.55,5059.98,4998.26,5005.77
13-Nov-03,5027.99,5053.49,4941.49,4949.16
14-Nov-03,4948.77,4961.37,4854.16,4865.83
15-Nov-03,4873.91,4925.31,4851.34,4911.76
17-Nov-03,4907.02,4959.96,4882.97,4940.23
18-Nov-03,4955.32,4981.48,4875.46,4891.13
19-Nov-03,4868.43,4868.43,4800.67,4823.73
20-Nov-03,4840.8,4878.81,4763.53,4771.23
21-Nov-03,4770.75,4851.67,4736.7,4838.54
24-Nov-03,4852.12,4858.43,4803.8,4822.15
25-Nov-03,4845.1,4900.21,4843.46,4894.59
27-Nov-03,4907.38,5000.41,4907.38,4989.04
28-Nov-03,4995.15,5050.56,4991.24,5044.82
01-Dec-03,5086.86,5166.56,5082.82,5160.85
02-Dec-03,5187.73,5204.57,5123.8,5186.08
03-Dec-03,5198.74,5246.74,5178.22,5221.9
04-Dec-03,5229.18,5252.21,5174.86,5225.9
05-Dec-03,5245.75,5263.11,5125.07,5131.72
08-Dec-03,5144.95,5163.01,5089.57,5131.54
09-Dec-03,5143.19,5232.49,5143.19,5229.34
10-Dec-03,5234.72,5300.79,5220.6,5285.54
11-Dec-03,5306.62,5317.41,5253.81,5299.96
12-Dec-03,5321.49,5343.91,5283.75,5315.81
15-Dec-03,5353.7,5399.08,5351.03,5390.88
16-Dec-03,5374.15,5445.34,5351.21,5437.05
17-Dec-03,5437.26,5457.88,5401.09,5418.23
18-Dec-03,5432.46,5466.3,5407.46,5455
19-Dec-03,5486.63,5555.68,5486.63,5541.35
22-Dec-03,5547.68,5590.45,5543.98,5577.96
23-Dec-03,5590.01,5616.25,5550.52,5564.33
24-Dec-03,5566.05,5648.24,5560.23,5641.92
26-Dec-03,5650.74,5705.3,5650.74,5699.24
29-Dec-03,5725.44,5814.26,5725.44,5797.33
30-Dec-03,5831.78,5920.76,5762.6,5791.85
31-Dec-03,5812.38,5876.55,5801.52,5838.96
01-Jan-04,5872.48,5936.41,5868.27,5915.47
02-Jan-04,5944.23,6034.38,5944.23,6026.59
05-Jan-04,6050.48,6078.11,5964.65,6039
06-Jan-04,6068.68,6121.2,5916.33,5943.64
07-Jan-04,5970.35,5985.3,5870.55,5957.02
08-Jan-04,5992.1,6118.62,5992.1,6108.54
09-Jan-04,6211.06,6249.6,6096.68,6119.59
12-Jan-04,6152.22,6152.22,6037.3,6067.76
13-Jan-04,6084.65,6147.74,6011.57,6132.97
14-Jan-04,6157.88,6215.02,6157.88,6194.11
15-Jan-04,6219.81,6248.81,6045.3,6063.91
16-Jan-04,6068.66,6072.03,5914.02,5946.19
19-Jan-04,5967.39,6076.97,5870.99,6064.1
20-Jan-04,6099.94,6130.09,5899.71,5922.11
21-Jan-04,5927.42,5962.36,5728.32,5758.19
22-Jan-04,5793.83,5852.96,5567.68,5593.74
23-Jan-04,5646.33,5832.74,5596.57,5816.64
27-Jan-04,5854.35,6005.54,5791.74,5993.06
28-Jan-04,5980.88,6030.55,5815.2,5876.05
29-Jan-04,5865.21,5921.72,5774.31,5802.75
30-Jan-04,5841.21,5854.29,5685.64,5695.67
03-Feb-04,5715.46,5715.46,5550.17,5620.98
04-Feb-04,5633.15,5769.79,5574.68,5756.76
05-Feb-04,5756.3,5820.45,5648.14,5720.63
06-Feb-04,5710.13,5800.94,5683.61,5786.35
09-Feb-04,5810.21,5935.68,5807.73,5926.22
10-Feb-04,5937.46,5972.94,5866.62,5932.52
11-Feb-04,5936.41,5958.91,5905.23,5949.78
12-Feb-04,5973.71,5986.41,5886.98,5936.96
13-Feb-04,5936.65,6017.01,5922.38,6011.66
16-Feb-04,6025.85,6063.91,6001.57,6012.35
17-Feb-04,6018.95,6058.99,5999.13,6035.8
18-Feb-04,6060.14,6082.8,6018.81,6027.02
19-Feb-04,6041.36,6041.36,5845.07,5855.1
20-Feb-04,5847.97,5893.62,5770.87,5850.72
23-Feb-04,5869.61,5875.23,5680.36,5698.04
24-Feb-04,5686.81,5748.15,5606.84,5734.44
25-Feb-04,5746.79,5746.79,5606.86,5618.15
26-Feb-04,5639.83,5723.31,5556.31,5567.12
27-Feb-04,5595.83,5683.29,5551.64,5667.51
01-Mar-04,5649.3,5831.55,5649.3,5823.17
03-Mar-04,5830.77,5870.63,5792.97,5842.2
04-Mar-04,5842.41,5872.75,5769.34,5815.87
05-Mar-04,5834.37,5892.78,5818.77,5880.35
08-Mar-04,5899.26,5951.03,5898.57,5935.19
09-Mar-04,5923.35,5923.35,5794.82,5850.61
10-Mar-04,5833.19,5833.19,5745.56,5759.29
11-Mar-04,5737.69,5763.71,5634.4,5649.86
12-Mar-04,5632.13,5735.94,5570.81,5700.4
15-Mar-04,5745.06,5764.2,5505.98,5520.66
16-Mar-04,5471.17,5551.92,5434.97,5525.09
17-Mar-04,5545.83,5560.15,5482.63,5535.69
18-Mar-04,5539.72,5540.68,5399.05,5414.94
19-Mar-04,5410.48,5496.68,5386.62,5443.44
22-Mar-04,5446.88,5446.88,5347.05,5365.4
23-Mar-04,5356.97,5450.38,5324.78,5400.99
24-Mar-04,5412.13,5435.4,5345.15,5395.28
25-Mar-04,5403.38,5438.86,5368.88,5414.44
26-Mar-04,5448.29,5552.34,5448.29,5528.94
29-Mar-04,5538.52,5578.74,5495.31,5571.37
30-Mar-04,5595.93,5608.31,5509.58,5520.44
31-Mar-04,5518.43,5599.6,5493.12,5590.6
01-Apr-04,5599.12,5750.29,5599.12,5740.85
02-Apr-04,5762.81,5799.16,5700.6,5788.08
05-Apr-04,5809.74,5905.35,5798.37,5838.02
06-Apr-04,5886.02,5897.56,5780.94,5822.42
07-Apr-04,5827.07,5860.67,5774.88,5815.13
08-Apr-04,5824.37,5864.55,5783.74,5838.45
12-Apr-04,5856.44,5867.07,5760.25,5783.79
13-Apr-04,5823.53,5920.18,5743.58,5904.52
15-Apr-04,5923.84,5927.04,5824.21,5843.97
16-Apr-04,5868.39,5903.13,5843.77,5862.82
17-Apr-04,5878.17,5881.48,5852.13,5861.63
19-Apr-04,5875.53,5895.17,5782.37,5800.54
20-Apr-04,5814.88,5819.92,5765.38,5804.81
21-Apr-04,5803.7,5890.02,5783.92,5876.42
22-Apr-04,5888.17,5947.57,5863.6,5924.18
23-Apr-04,5941.1,5979.25,5905.58,5925.58
27-Apr-04,5868.33,5868.33,5704.28,5712.28
28-Apr-04,5709.43,5757.52,5659.83,5713.09
29-Apr-04,5710.56,5710.56,5626.41,5668.43
30-Apr-04,5674.76,5710.45,5632.99,5655.09
03-May-04,5645.86,5645.86,5506,5584.99
04-May-04,5616.41,5677.11,5616.41,5647.15
05-May-04,5665.67,5695.18,5648.64,5686.19
06-May-04,5749.98,5772.64,5739.26,5757.3
07-May-04,5748.34,5748.34,5645.79,5669.58
10-May-04,5628.61,5628.61,5501.17,5555.84
11-May-04,5472.03,5472.03,5309.42,5325.9
12-May-04,5296.25,5387.87,5296.25,5358.35
13-May-04,5234.51,5487.34,5131.03,5399.47
14-May-04,5409.34,5416.04,5043.99,5069.87
17-May-04,5020.89,5020.89,4227.5,4505.16
18-May-04,4547.7,4949.27,4547.7,4877.02
19-May-04,4941.72,5059.89,4892.46,5006.1
20-May-04,5048.17,5073.7,4912.17,4932.11
21-May-04,4922.48,4978.56,4804.9,4961.57
24-May-04,4993.45,5132.9,4993.45,5123.23
25-May-04,5117.52,5143.93,4976.01,5102.22
26-May-04,5116.58,5163.61,5049.21,5081.95
27-May-04,5054.45,5107.6,5019.39,5058.55
28-May-04,5026.92,5026.92,4821.59,4835.39
31-May-04,4760.28,4830.08,4665.21,4759.62
01-Jun-04,4792.01,4899.53,4792.01,4835.12
02-Jun-04,4846.09,4946.15,4846.09,4923.69
03-Jun-04,4972.27,5012.52,4789.63,4817.99
04-Jun-04,4803.31,4902.27,4759.35,4889
07-Jun-04,4927.5,4991.48,4905.53,4938.15
08-Jun-04,4960.87,4972.74,4891.86,4962.63
09-Jun-04,4972.34,5000.59,4945.24,4963.75
10-Jun-04,4954.06,4975.75,4919.94,4944.64
11-Jun-04,4931.49,4945.86,4823.1,4832.71
14-Jun-04,4810.42,4810.42,4725.39,4746.01
15-Jun-04,4696.51,4824.03,4696.51,4814.85
16-Jun-04,4837.36,4863.63,4772.1,4788.8
17-Jun-04,4791.3,4859.81,4746.51,4839.88
18-Jun-04,4833.84,4836.4,4750.73,4769.99
21-Jun-04,4770.65,4790.93,4731.72,4738.62
22-Jun-04,4732.95,4767.35,4717.78,4735.86
23-Jun-04,4742.8,4752.47,4635.17,4644
24-Jun-04,4656.81,4717.74,4613.94,4708.55
25-Jun-04,4717.83,4775.66,4680.42,4756.39
28-Jun-04,4784.58,4844.72,4772.87,4837.6
29-Jun-04,4838.74,4873.71,4802.04,4841.38
30-Jun-04,4859.94,4877.9,4788.85,4795.46
01-Jul-04,4813.76,4879.81,4785.94,4874.05
02-Jul-04,4842.46,4895.48,4813.16,4870.58
05-Jul-04,4861.15,4894.39,4831.85,4843.77
06-Jul-04,4846.42,4939.4,4839.18,4928.59
07-Jul-04,4919.54,4987.05,4912.22,4955.97
08-Jul-04,4972.06,5004.17,4808.63,4843.84
09-Jul-04,4766.49,4954.86,4723.04,4945.48
12-Jul-04,4949.42,4967.92,4917.38,4944.54
13-Jul-04,4961.87,4978.49,4878.06,4898.99
14-Jul-04,4911.22,4933.34,4835.34,4848.3
15-Jul-04,4849.38,4900.18,4844.66,4888.19
16-Jul-04,4894.4,4961.32,4874.46,4951.17
19-Jul-04,4957.08,5009.63,4942.43,4975.4
20-Jul-04,4974.52,4982.04,4936.6,4957.88
21-Jul-04,4973.88,5041.19,4951.55,4993.76
22-Jul-04,5041.14,5082.81,5020.69,5054.29
23-Jul-04,5073.1,5086.03,5034.2,5073.34
26-Jul-04,5046.99,5126.45,5034.23,5118.17
27-Jul-04,5130.86,5155.63,5068.62,5075.88
28-Jul-04,5087.66,5104.66,5045.46,5070.29
29-Jul-04,5082.61,5133.8,5051.49,5120.45
30-Jul-04,5134.92,5200.85,5134.92,5170.32
02-Aug-04,5193.25,5210.92,5167.29,5202.53
03-Aug-04,5213.55,5242.15,5181.99,5194.63
04-Aug-04,5189.88,5201.56,5145.22,5169.07
05-Aug-04,5178.61,5257.32,5178.61,5252.78
06-Aug-04,5249.73,5262.89,5166.19,5196.99
09-Aug-04,5182.19,5240.29,5154.32,5233.21
10-Aug-04,5248.46,5266.99,5214.99,5252.05
11-Aug-04,5263.27,5269.22,5159.53,5175.16
12-Aug-04,5167.52,5194.04,5117.8,5139.77
13-Aug-04,5126.91,5144.7,5084.51,5102.92
16-Aug-04,5105.26,5114.79,5056.07,5102.37
17-Aug-04,5124.29,5148.53,5083.03,5102.94
18-Aug-04,5103.97,5103.97,5025.49,5038.28
19-Aug-04,5056.17,5132.83,5056.17,5123.65
20-Aug-04,5128.1,5128.1,5047.75,5064.66
23-Aug-04,5064.42,5080.22,5022.29,5033.69
24-Aug-04,5048.63,5084.74,5040.71,5067.39
25-Aug-04,5073.23,5093.37,5054.56,5088.56
26-Aug-04,5105.38,5145.6,5105.38,5135.45
27-Aug-04,5147.86,5148.75,5094.56,5117.01
30-Aug-04,5130.54,5192.8,5130.54,5186.45
31-Aug-04,5192.18,5202.51,5155.96,5192.08
01-Sep-04,5202.16,5222.81,5202.02,5210.85
02-Sep-04,5218.95,5233.32,5189.29,5198.72
03-Sep-04,5190.69,5223.94,5178.57,5218.46
06-Sep-04,5226.09,5264.87,5226.09,5246.23
07-Sep-04,5245.16,5270.89,5240.15,5264.67
08-Sep-04,5281.11,5305.67,5270.66,5298.16
09-Sep-04,5307.83,5328.33,5269.51,5298.23
10-Sep-04,5305.42,5376.65,5281.06,5370.05
13-Sep-04,5380.71,5421.52,5379.6,5397.46
14-Sep-04,5409.52,5434.33,5376.04,5428.77
15-Sep-04,5438.49,5456.85,5399.34,5420.09
16-Sep-04,5415.46,5483.59,5401,5477.68
17-Sep-04,5489.12,5569.47,5489.12,5561.15
20-Sep-04,5566.53,5585.57,5535.57,5545.82
21-Sep-04,5547.49,5611.6,5536,5605.93
22-Sep-04,5600.21,5638.79,5571.84,5616.87
23-Sep-04,5598.14,5609.04,5530.86,5539.48
24-Sep-04,5527.22,5575.4,5513.68,5527.75
27-Sep-04,5530,5545.73,5486.41,5511.81
28-Sep-04,5506.83,5518.21,5454.85,5462.61
29-Sep-04,5472.7,5533.33,5428.2,5527.56
30-Sep-04,5545.26,5598.55,5545.26,5583.61
01-Oct-04,5587.46,5685.68,5573.56,5675.54
04-Oct-04,5706.32,5785.04,5706.32,5766.3
05-Oct-04,5760.19,5786.54,5741.7,5758.67
06-Oct-04,5761.44,5799.92,5699.32,5713.75
07-Oct-04,5718.64,5793.08,5718.64,5773.66
08-Oct-04,5782.63,5803.82,5755.42,5776.85
09-Oct-04,5776.58,5795.45,5748.4,5757.93
11-Oct-04,5764.86,5792.08,5706.97,5717.54
12-Oct-04,5750.36,5762.6,5663.79,5676.73
14-Oct-04,5677.87,5738.61,5645.66,5713.1
15-Oct-04,5733.35,5758.11,5673.75,5686.73
18-Oct-04,5706.83,5727.96,5670.37,5679.83
19-Oct-04,5691.47,5751.6,5686.97,5738.11
20-Oct-04,5738.44,5750.14,5662.76,5673.02
21-Oct-04,5680.44,5685.18,5617.37,5641.06
25-Oct-04,5633.48,5645.88,5573.19,5581.49
26-Oct-04,5591.01,5654.82,5558.14,5651.09
27-Oct-04,5656.71,5699.18,5623.04,5662.87
28-Oct-04,5694.6,5733.75,5694.6,5715.62
29-Oct-04,5724.46,5731.35,5664.04,5672.27
01-Nov-04,5678.65,5714.36,5649.03,5704.1
02-Nov-04,5713.24,5765.14,5713.24,5754.76
03-Nov-04,5772.32,5845.5,5771.73,5842.54
04-Nov-04,5871.62,5883.39,5814.37,5832.88
05-Nov-04,5833.33,5900.51,5823.44,5891.36
08-Nov-04,5912.52,5955.94,5912.52,5930.47
09-Nov-04,5937.34,5957.94,5910.41,5929.6
10-Nov-04,5918.95,5979.78,5918.95,5973.75
11-Nov-04,5980.03,5995.33,5943.33,5954.31
12-Nov-04,5985.05,6001.99,5945.98,5964.01
16-Nov-04,5970.04,6002.03,5949.24,5996.7
17-Nov-04,6000.11,6036.7,5997.74,6016.58
18-Nov-04,6019.85,6035.22,5985.57,6025.47
19-Nov-04,6030.81,6044.55,5953.42,5961.71
22-Nov-04,5921.01,5979.1,5877.97,5963.8
23-Nov-04,5982.91,6031.59,5977.76,6009.86
24-Nov-04,6007.87,6053.19,6001.46,6035.95
25-Nov-04,6034.72,6081.74,6014.98,6035.03
29-Nov-04,6033.42,6166.72,6029.82,6157.77
30-Nov-04,6195.02,6248.43,6194.61,6234.29
01-Dec-04,6259.28,6272.68,6176.09,6227.83
02-Dec-04,6275.41,6335.14,6275.41,6328.43
03-Dec-04,6348.32,6361.53,6304.22,6322.76
06-Dec-04,6351.04,6386.29,6312.13,6322.5
07-Dec-04,6324.07,6354.26,6287.46,6316.28
08-Dec-04,6333.04,6359.2,6250.24,6261.52
09-Dec-04,6259.5,6319.01,6241.27,6304.27
10-Dec-04,6328.1,6336.9,6221.4,6233.54
13-Dec-04,6231.47,6274.24,6220.58,6268.72
14-Dec-04,6280.56,6331.57,6280.49,6325.53
15-Dec-04,6334.27,6423.27,6334.27,6402.29
16-Dec-04,6401.19,6437,6373.55,6420.38
17-Dec-04,6420.9,6436.08,6329.71,6346.48
20-Dec-04,6360.11,6409.52,6345.87,6403
21-Dec-04,6429.25,6461.64,6400.56,6451.3
22-Dec-04,6465.51,6480.2,6396.43,6413.66
23-Dec-04,6410.3,6455.69,6409.29,6441.85
24-Dec-04,6485.26,6507.94,6463.18,6498.06
27-Dec-04,6484.84,6566.64,6469.96,6513.03
28-Dec-04,6517.9,6568.57,6517.9,6563.48
29-Dec-04,6594.39,6617.15,6552.06,6567.94
30-Dec-04,6583.74,6608.3,6507.3,6522.54
31-Dec-04,6541.38,6609.78,6541.38,6602.69
03-Jan-05,6626.49,6684.77,6626.49,6679.2
04-Jan-05,6683.56,6696.31,6640.9,6651.01
05-Jan-05,6628.89,6629.98,6334.74,6458.84
06-Jan-05,6447.27,6481.23,6324.53,6367.39
07-Jan-05,6371.73,6440.31,6347.5,6420.46
10-Jan-05,6440.33,6469.09,6286.85,6308.54
11-Jan-05,6317.39,6329.89,6208.82,6222.87
12-Jan-05,6250.35,6263.71,6070.33,6102.74
13-Jan-05,6138.05,6242.95,6138.05,6221.06
14-Jan-05,6232.42,6249.39,6142.34,6173.82
17-Jan-05,6202.74,6232.97,6087.55,6194.07
18-Jan-05,6221.28,6267.97,6173.09,6192.35
19-Jan-05,6211.28,6230.62,6160.4,6173.32
20-Jan-05,6170.33,6197.21,6091.08,6183.24
24-Jan-05,6201.6,6215.78,6086.73,6106.43
25-Jan-05,6093.66,6174,6069.33,6162.98
27-Jan-05,6188.38,6252.39,6188.38,6239.43
28-Jan-05,6245.26,6432.58,6245.26,6419.09
31-Jan-05,6463.52,6565.3,6455.55,6555.94
01-Feb-05,6565.21,6586.66,6508.84,6552.47
02-Feb-05,6560.62,6600.25,6509.92,6530.06
03-Feb-05,6550.75,6632.5,6550.75,6619.97
04-Feb-05,6635.85,6684.16,6571.51,6618.23
07-Feb-05,6652.33,6658.33,6514.86,6535.17
08-Feb-05,6528.81,6573.93,6508.33,6544.77
09-Feb-05,6556.53,6613.54,6553.4,6593.53
10-Feb-05,6600.85,6608.96,6533.97,6577.83
11-Feb-05,6594.32,6640.29,6594.32,6633.76
14-Feb-05,6673.39,6719.2,6659.64,6679.33
15-Feb-05,6694.79,6694.79,6640.42,6670.06
16-Feb-05,6673.71,6714.13,6580.97,6607.78
17-Feb-05,6598.77,6599.48,6532.5,6589.29
18-Feb-05,6595.19,6642.77,6564.36,6584.32
21-Feb-05,6585.88,6602.53,6521.07,6534.68
22-Feb-05,6531.58,6603.14,6515.73,6589.41
23-Feb-05,6593.85,6607.78,6565.42,6582.5
24-Feb-05,6616.37,6621.68,6563.41,6574.21
25-Feb-05,6588.29,6622.62,6543.91,6569.72
28-Feb-05,6584.34,6721.08,6545.94,6713.86
01-Mar-05,6725.92,6725.92,6628.22,6651.08
02-Mar-05,6658.94,6708.78,6647.11,6686.89
03-Mar-05,6700.79,6794.22,6691.18,6784.72
04-Mar-05,6798.62,6864.62,6798.62,6849.48
07-Mar-05,6863.58,6902.49,6854.96,6878.98
08-Mar-05,6885.73,6929.59,6872.72,6915.09
09-Mar-05,6895.62,6954.86,6843.44,6892.82
10-Mar-05,6888.73,6917.6,6849.98,6907.65
11-Mar-05,6921.02,6948.54,6838.95,6853.73
14-Mar-05,6854.92,6882.23,6794.92,6810.04
15-Mar-05,6815.59,6823.46,6730.23,6752.45
16-Mar-05,6757.49,6806.72,6732.33,6746.88
17-Mar-05,6719.11,6737.29,6640.88,6669.52
